theta,p
0.022, 16000
0.02224032195240091, 14312.411565770828
0.02303053587564593, 12473.856164275201
0.02338085917323842, 10890.684324044194
0.024115690532158764, 9422.766810266092
0.024603278537981034, 8191.029243554286
0.025337814466445556, 7047.430141650042
0.025825586118226863, 6147.548395939295
0.026913377025789227, 5258.932384072826
0.027720594169458025, 4525.157414226032
0.02901966975288036, 3953.6182993304183
0.030250137601392495, 3463.42325292985
0.03168689442337195, 3036.6844094515973
0.033329427873208424, 2639.132165074586
0.0349723805149079, 2311.9155710156556
0.03661561261784937, 2036.021534057471
0.03825884472079084, 1793.05150201684
0.03990221655435331, 1583.2625690024781
0.041545448657294766, 1394.3228398864264
0.043189030086788725, 1236.0846034859376
0.04483247178566171, 1092.9071546277526
0.04647570388860316, 962.4843266097439
0.04811932025075238, 853.8192997888627
0.049762727016970106, 754.4206956077295
0.05143586147280523, 669.9426019056261
0.05339367378048782, 593.4259938166434
0.05572374709325966, 516.3742906604612
0.057779911127375676, 458.62139951299736
0.060042149881340164, 406.03575535922454
0.06251086391626665, 361.0692871338155
0.06518575380939587, 320.67810024227475
0.06806703913741796, 285.6323166125462
0.07115485630403434, 255.81563044538157
0.07465499191786068, 228.39049253290392
0.0787735985486629, 202.91821317214956
0.08330498637093944, 181.3021574904904
0.08783711095467214, 164.26589689855172
0.09236992148872611, 150.77739565802176
0.0969032147285617, 139.66804201008503
0.10143709229644873, 130.8175578381847
0.1059712493255778, 123.17841073261665
0.11050573662708377, 116.7134281454699
0.11504057960653405, 111.33552872374473
0.11957572745279382, 106.8206815590089
0.12411090070462102, 102.53826504335792
0.12864637882325772, 98.99772248078956
0.13318193315859675, 95.71755501576166
0.13771761452177303, 92.76907950417109
0.14225342291278661, 90.12808755104139
0.14678925670936763, 87.60443957829582
0.15132514131708358, 85.23347177110874
0.1558610767359344, 83.00654638368545
0.16039701215478525, 80.83780467197187
0.16493302379033845, 78.83949456945035
0.16946893380362185, 76.7426772449792
0.17400492003360762, 74.80957974325136
0.1785407792357561, 72.74987081843263
0.18307671465460693, 70.84910893591297
0.18761252304562048, 68.83214458112768
0.19214833143663407, 66.87260007635278
0.19668424144991747, 65.09405460065854
0.20122004984093103, 63.24092772567212
0.20575585823194462, 61.44055650150311
0.21029184446193036, 59.89290934425471
0.2148277036640788, 58.24389647273334
0.21936371529963203, 56.80410766100136
0.22389962531291543, 55.29334408120976
0.22843563694846866, 53.92649290893894
0.23297152155618459, 52.46700090993665
0.23750753319173776, 51.17001692586164
0.24204339239388625, 49.76116874215245
0.24657927700160218, 48.41440903792305
0.25111505998704836, 47.013490017236634
0.25565081756692704, 45.63113773716412
0.2601864481189684, 44.182963799691805
0.2647219516431725, 42.67790920496199
0.26925737895067425, 41.164635162088246
0.27379252679693405, 39.495338411272186
0.27832747139865416, 37.74809122178393
0.2828621619446997, 35.90489302568643
0.2873964460016661, 33.88967889861315
0.29193029816398564, 31.726882108174955
0.2964635914038213, 29.389229624207516
0.30099607166549835, 26.807688013709335
0.3053215930935795, 24.123219356048075
0.30902814343843205, 21.60748781186474
0.3121159107012553, 19.33362871418622
0.3147910068633964, 17.23810123712563
0.3170531524636136, 15.234663584680364
0.3189031858856327, 13.559460149635363
0.3201341078586631, 11.980916056456941
0.3217475024836421, 10.476606818535096
0.32280228502622116, 9.369849970268497
0.3240340477118212, 8.411977971353403
0.3252653539440593, 7.48699696899609
0.3264966601762974, 6.663726867170811
0.3277279664085355, 5.930983536408223
0.3289592726407737, 5.278812653988645
0.3301905788730118, 4.698354474405793
0.33142188510524984, 4.181723469668791
0.332653191337488, 3.7219012043552517
0.3338844975697261, 3.312640990122247
0.3351158503788379, 2.950986095402655
0.33634724976482333, 2.631135510768099
0.3375786025739351, 2.3438834242977533
0.33880990880617323, 2.086150029536282
0.3400412150384113, 1.8567569959406711
0.34127252127064944, 1.652588017718438
0.34250382750288755, 1.4708694580267128
0.3437351337351257, 1.3091326690984113
0.34496643996736376, 1.1651804556469385
0.3463745054351649, 1.036665074095284
